file_path,distance
birdsounds\54018-0.wav,7.494407409845915
birdsounds\544036-0.wav,7.529579089385985
birdsounds\564311-0.wav,7.531244691532464
birdsounds\464175-0.wav,7.548513365065523
birdsounds\493957-0.wav,7.556520691913192
birdsounds\501839-0.wav,7.556864826452033
birdsounds\552450-0.wav,7.577838089333399
birdsounds\564312-0.wav,7.584498645374052
birdsounds\537326-0.wav,7.60948246704894
birdsounds\480035-0.wav,7.639243798199699
birdsounds\473447-0.wav,7.654106737204158
birdsounds\477371-0.wav,7.6770168174196085
birdsounds\560427-0.wav,7.705522288763933
birdsounds\489171-0.wav,7.714817774571742
birdsounds\54725-0.wav,7.715589481279675
birdsounds\78683-0.wav,7.721634516610492
birdsounds\70119-0.wav,7.722809449190465
birdsounds\499260-0.wav,7.7231414419944775
birdsounds\62772-0.wav,7.7327476912566775
birdsounds\73428-0.wav,7.743377729048475
birdsounds\559014-0.wav,7.764810045981816
birdsounds\469010-0.wav,7.798550280469847
birdsounds\549222-0.wav,7.823861597341701
birdsounds\479482-0.wav,7.828324644808803
birdsounds\490595-0.wav,7.834650623268805
birdsounds\503419-0.wav,7.839304492219549
birdsounds\483881-0.wav,7.874064538197859
birdsounds\500148-0.wav,7.874262137066434
birdsounds\544193-0.wav,7.91277410189177
birdsounds\483878-0.wav,7.9435182207534325
birdsounds\483578-0.wav,7.984302252906419
birdsounds\467213-0.wav,7.997384475766876
birdsounds\564319-0.wav,8.018592646364526
birdsounds\558357-0.wav,8.024355547194205
birdsounds\470299-0.wav,8.038414701896867
birdsounds\563611-0.wav,8.040661833976726
birdsounds\541426-0.wav,8.115451311595521
birdsounds\469588-0.wav,8.11558323378997
birdsounds\534770-0.wav,8.125519572395364
birdsounds\498647-0.wav,8.132493523421246
birdsounds\492745-0.wav,8.162791403849996
birdsounds\481124-0.wav,8.167398052461008
birdsounds\562224-0.wav,8.183173628728781
birdsounds\494030-0.wav,8.195192502462767
birdsounds\563199-0.wav,8.247655677240976
birdsounds\483978-0.wav,8.250666279330133
birdsounds\56154-0.wav,8.299742299903402
birdsounds\474153-0.wav,8.32082682581431
birdsounds\468216-0.wav,8.325125924753738
birdsounds\482567-0.wav,8.368332149300175
birdsounds\561356-0.wav,8.401620212612674
birdsounds\481117-0.wav,8.498418566718065
birdsounds\511296-0.wav,8.523808921697878
birdsounds\537579-0.wav,8.556290083549074
birdsounds\562223-0.wav,8.557214292585556
birdsounds\481116-0.wav,8.568961592771812
birdsounds\480032-0.wav,8.621874833069176
birdsounds\78059-0.wav,8.640429060027959
birdsounds\563612-0.wav,8.651628482595308
birdsounds\563619-0.wav,8.677158488143675
birdsounds\78060-0.wav,8.705286207663196
birdsounds\72185-0.wav,8.722671641190182
birdsounds\61471-0.wav,8.725179545301266
birdsounds\483884-0.wav,8.738659323970005
birdsounds\563816-0.wav,8.753329517455722
birdsounds\563615-0.wav,8.759478555142435
birdsounds\474152-0.wav,8.793943429331383
birdsounds\548703-0.wav,8.8134062359039
birdsounds\564324-0.wav,8.843914317989839
birdsounds\474154-0.wav,9.012303447574086
birdsounds\500924-0.wav,9.026125568274166
birdsounds\469877-0.wav,9.051589768766958
birdsounds\564545-0.wav,9.12067939026593
birdsounds\557029-0.wav,9.22381345862759
birdsounds\498947-0.wav,9.259582941619097
birdsounds\54652-0.wav,9.259973919138297
birdsounds\493448-0.wav,9.39990786341818
birdsounds\564544-0.wav,9.48631036844763
birdsounds\473437-0.wav,9.55786489277346
birdsounds\565240-0.wav,9.570991077581747
birdsounds\71208-0.wav,9.60582583865867
birdsounds\537553-0.wav,9.612231532647284
birdsounds\544966-0.wav,9.63996297768328
birdsounds\559516-0.wav,9.735659113126502
birdsounds\565242-0.wav,9.75017392984375
birdsounds\469896-0.wav,9.798162969557723
birdsounds\474134-0.wav,9.966177061990768
birdsounds\480068-0.wav,10.017637791384175
birdsounds\542090-0.wav,10.07195035536048
birdsounds\549591-0.wav,10.120576465171883
birdsounds\538122-0.wav,10.149332468303557
birdsounds\481115-0.wav,10.494584601734354
birdsounds\558722-0.wav,10.647481193655656
birdsounds\562449-0.wav,10.93332954046167
birdsounds\498768-0.wav,10.94049023904227
birdsounds\490351-0.wav,11.372280407660893
